studentID,firstName,lastName,Email,Subjects,SubjectsGrades,Competencies
49087764,Ikechukwu,Milosz,ikechukwu.milosz@mail.concordia.ca,"['ACCO240', 'ACCO350', 'ACCO440']","[['ACCO240', 'A'], ['ACCO350', 'A'], ['ACCO440', 'A']]","['P25', 'P21', 'P22', 'P24', 'P23', 'P65', 'P61', 'P64', 'P62', 'P63', 'P81', 'P83', 'P82', 'P84', 'P85']"
47269457,Benoit,Kasey,benoit.kasey@mail.concordia.ca,"['ACCO340', 'ACCO330', 'ACCO240']","[['ACCO340', 'B'], ['ACCO330', 'B+'], ['ACCO240', 'B+']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P45', 'P41', 'P44', 'P43', 'P42', 'P25', 'P21', 'P22', 'P24', 'P23']"
45866611,Jerry,Raheem,jerry.raheem@mail.concordia.ca,"['ACCO465', 'ACCO350', 'ACCO340', 'ACCO230', 'ACCO400']","[['ACCO465', 'B-'], ['ACCO350', 'A'], ['ACCO340', 'B'], ['ACCO230', 'B'], ['ACCO400', 'A']]","['P92', 'P93', 'P95', 'P94', 'P91', 'P65', 'P61', 'P64', 'P62', 'P63', 'P55', 'P52', 'P53', 'P54', 'P51', 'P12', 'P13', 'P14', 'P15', 'P11', 'P73', 'P74', 'P72', 'P71', 'P75']"
47150290,John-Scott,Kiern,john-scott.kiern@mail.concordia.ca,['ACCO240'],"[['ACCO240', 'B']]","['P25', 'P21', 'P22', 'P24', 'P23']"
43842229,Andrea,Mustafa,andrea.mustafa@mail.concordia.ca,"['ACCO440', 'ACCO240']","[['ACCO440', 'B-'], ['ACCO240', 'B']]","['P81', 'P83', 'P82', 'P84', 'P85', 'P25', 'P21', 'P22', 'P24', 'P23']"
44486037,Cator,Kelso,cator.kelso@mail.concordia.ca,"['ACCO240', 'ACCO220', 'ACCO230', 'ACCO465', 'ACCO330']","[['ACCO240', 'B+'], ['ACCO220', 'B+'], ['ACCO230', 'B'], ['ACCO465', 'B-'], ['ACCO330', 'B-']]","['P25', 'P21', 'P22', 'P24', 'P23', 'P04', 'P03', 'P05', 'P01', 'P02', 'P12', 'P13', 'P14', 'P15', 'P11', 'P92', 'P93', 'P95', 'P94', 'P91', 'P45', 'P41', 'P44', 'P43', 'P42']"
48132162,Brydon-Craig,Leigham,brydon-craig.leigham@mail.concordia.ca,"['ACCO310', 'ACCO240', 'ACCO350', 'ACCO400', 'ACCO220', 'ACCO465', 'ACCO230', 'ACCO330', 'ACCO440']","[['ACCO310', 'A'], ['ACCO240', 'A'], ['ACCO350', 'A'], ['ACCO400', 'B'], ['ACCO220', 'B-'], ['ACCO465', 'A'], ['ACCO230', 'A-'], ['ACCO330', 'B+'], ['ACCO440', 'A']]","['P33', 'P32', 'P35', 'P31', 'P34', 'P25', 'P21', 'P22', 'P24', 'P23', 'P65', 'P61', 'P64', 'P62', 'P63', 'P73', 'P74', 'P72', 'P71', 'P75', 'P04', 'P03', 'P05', 'P01', 'P02', 'P92', 'P93', 'P95', 'P94', 'P91', 'P12', 'P13', 'P14', 'P15', 'P11', 'P45', 'P41', 'P44', 'P43', 'P42', 'P81', 'P83', 'P82', 'P84', 'P85']"
48120074,Davi,Umer,davi.umer@mail.concordia.ca,"['ACCO330', 'ACCO220', 'ACCO400', 'ACCO465', 'ACCO230', 'ACCO350', 'ACCO240']","[['ACCO330', 'A-'], ['ACCO220', 'A-'], ['ACCO400', 'B+'], ['ACCO465', 'B+'], ['ACCO230', 'B'], ['ACCO350', 'B+'], ['ACCO240', 'A']]","['P45', 'P41', 'P44', 'P43', 'P42', 'P04', 'P03', 'P05', 'P01', 'P02', 'P73', 'P74', 'P72', 'P71', 'P75', 'P92', 'P93', 'P95', 'P94', 'P91', 'P12', 'P13', 'P14', 'P15', 'P11', 'P65', 'P61', 'P64', 'P62', 'P63', 'P25', 'P21', 'P22', 'P24', 'P23']"
49271771,Ireoluwa,Nial,ireoluwa.nial@mail.concordia.ca,"['ACCO340', 'ACCO400', 'ACCO220', 'ACCO240', 'ACCO230']","[['ACCO340', 'A'], ['ACCO400', 'B'], ['ACCO220', 'B-'], ['ACCO240', 'A-'], ['ACCO230', 'B+']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P73', 'P74', 'P72', 'P71', 'P75', 'P04', 'P03', 'P05', 'P01', 'P02', 'P25', 'P21', 'P22', 'P24', 'P23', 'P12', 'P13', 'P14', 'P15', 'P11']"
40215785,Fauzaan,Tadd,fauzaan.tadd@mail.concordia.ca,"['ACCO465', 'ACCO240', 'ACCO350', 'ACCO440']","[['ACCO465', 'B'], ['ACCO240', 'B-'], ['ACCO350', 'A-'], ['ACCO440', 'B']]","['P92', 'P93', 'P95', 'P94', 'P91', 'P25', 'P21', 'P22', 'P24', 'P23', 'P65', 'P61', 'P64', 'P62', 'P63', 'P81', 'P83', 'P82', 'P84', 'P85']"
47123636,Darrius,Rihan,darrius.rihan@mail.concordia.ca,"['ACCO230', 'ACCO440', 'ACCO330', 'ACCO240']","[['ACCO230', 'A'], ['ACCO440', 'A'], ['ACCO330', 'A'], ['ACCO240', 'B']]","['P12', 'P13', 'P14', 'P15', 'P11', 'P81', 'P83', 'P82', 'P84', 'P85', 'P45', 'P41', 'P44', 'P43', 'P42', 'P25', 'P21', 'P22', 'P24', 'P23']"
48060912,Cadan,Tomas,cadan.tomas@mail.concordia.ca,"['ACCO400', 'ACCO330', 'ACCO230', 'ACCO440']","[['ACCO400', 'B'], ['ACCO330', 'B'], ['ACCO230', 'A'], ['ACCO440', 'B-']]","['P73', 'P74', 'P72', 'P71', 'P75', 'P45', 'P41', 'P44', 'P43', 'P42', 'P12', 'P13', 'P14', 'P15', 'P11', 'P81', 'P83', 'P82', 'P84', 'P85']"
47729138,Ezra,Lawson,ezra.lawson@mail.concordia.ca,"['ACCO350', 'ACCO330', 'ACCO440', 'ACCO400', 'ACCO310', 'ACCO230']","[['ACCO350', 'B'], ['ACCO330', 'B'], ['ACCO440', 'A'], ['ACCO400', 'B'], ['ACCO310', 'B+'], ['ACCO230', 'A']]","['P65', 'P61', 'P64', 'P62', 'P63', 'P45', 'P41', 'P44', 'P43', 'P42', 'P81', 'P83', 'P82', 'P84', 'P85', 'P73', 'P74', 'P72', 'P71', 'P75', 'P33', 'P32', 'P35', 'P31', 'P34', 'P12', 'P13', 'P14', 'P15', 'P11']"
41296166,Allan-Laiton,Tiarnan,allan-laiton.tiarnan@mail.concordia.ca,"['ACCO340', 'ACCO350', 'ACCO310', 'ACCO440', 'ACCO330', 'ACCO465', 'ACCO240', 'ACCO220']","[['ACCO340', 'A'], ['ACCO350', 'B'], ['ACCO310', 'B+'], ['ACCO440', 'A-'], ['ACCO330', 'A'], ['ACCO465', 'A-'], ['ACCO240', 'A-'], ['ACCO220', 'B+']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P65', 'P61', 'P64', 'P62', 'P63', 'P33', 'P32', 'P35', 'P31', 'P34', 'P81', 'P83', 'P82', 'P84', 'P85', 'P45', 'P41', 'P44', 'P43', 'P42', 'P92', 'P93', 'P95', 'P94', 'P91', 'P25', 'P21', 'P22', 'P24', 'P23', 'P04', 'P03', 'P05', 'P01', 'P02']"
41248583,Emlyn,Usman,emlyn.usman@mail.concordia.ca,"['ACCO220', 'ACCO440', 'ACCO340', 'ACCO465', 'ACCO230', 'ACCO400', 'ACCO350']","[['ACCO220', 'A-'], ['ACCO440', 'A-'], ['ACCO340', 'B'], ['ACCO465', 'B-'], ['ACCO230', 'A'], ['ACCO400', 'B+'], ['ACCO350', 'B-']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P81', 'P83', 'P82', 'P84', 'P85', 'P55', 'P52', 'P53', 'P54', 'P51', 'P92', 'P93', 'P95', 'P94', 'P91', 'P12', 'P13', 'P14', 'P15', 'P11', 'P73', 'P74', 'P72', 'P71', 'P75', 'P65', 'P61', 'P64', 'P62', 'P63']"
43708775,Brooke,Kayne,brooke.kayne@mail.concordia.ca,"['ACCO230', 'ACCO220', 'ACCO330']","[['ACCO230', 'A-'], ['ACCO220', 'A'], ['ACCO330', 'B-']]","['P12', 'P13', 'P14', 'P15', 'P11', 'P04', 'P03', 'P05', 'P01', 'P02', 'P45', 'P41', 'P44', 'P43', 'P42']"
42380033,Jaydn,Ken,jaydn.ken@mail.concordia.ca,"['ACCO350', 'ACCO230', 'ACCO440', 'ACCO330']","[['ACCO350', 'B'], ['ACCO230', 'B-'], ['ACCO440', 'A-'], ['ACCO330', 'A']]","['P65', 'P61', 'P64', 'P62', 'P63', 'P12', 'P13', 'P14', 'P15', 'P11', 'P81', 'P83', 'P82', 'P84', 'P85', 'P45', 'P41', 'P44', 'P43', 'P42']"
41859909,Daegan,Joss,daegan.joss@mail.concordia.ca,"['ACCO230', 'ACCO220', 'ACCO330', 'ACCO310', 'ACCO350', 'ACCO340', 'ACCO400']","[['ACCO230', 'B+'], ['ACCO220', 'A-'], ['ACCO330', 'A-'], ['ACCO310', 'B+'], ['ACCO350', 'B'], ['ACCO340', 'B-'], ['ACCO400', 'B-']]","['P12', 'P13', 'P14', 'P15', 'P11', 'P04', 'P03', 'P05', 'P01', 'P02', 'P45', 'P41', 'P44', 'P43', 'P42', 'P33', 'P32', 'P35', 'P31', 'P34', 'P65', 'P61', 'P64', 'P62', 'P63', 'P55', 'P52', 'P53', 'P54', 'P51', 'P73', 'P74', 'P72', 'P71', 'P75']"
49438823,Edwyn,Kez,edwyn.kez@mail.concordia.ca,"['ACCO440', 'ACCO310']","[['ACCO440', 'A'], ['ACCO310', 'B+']]","['P81', 'P83', 'P82', 'P84', 'P85', 'P33', 'P32', 'P35', 'P31', 'P34']"
40215898,Brehme,Kian,brehme.kian@mail.concordia.ca,"['ACCO340', 'ACCO440', 'ACCO310', 'ACCO350', 'ACCO230', 'ACCO400', 'ACCO330', 'ACCO240']","[['ACCO340', 'A'], ['ACCO440', 'A'], ['ACCO310', 'A-'], ['ACCO350', 'A-'], ['ACCO230', 'B-'], ['ACCO400', 'A-'], ['ACCO330', 'B'], ['ACCO240', 'B+']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P81', 'P83', 'P82', 'P84', 'P85', 'P33', 'P32', 'P35', 'P31', 'P34', 'P65', 'P61', 'P64', 'P62', 'P63', 'P12', 'P13', 'P14', 'P15', 'P11', 'P73', 'P74', 'P72', 'P71', 'P75', 'P45', 'P41', 'P44', 'P43', 'P42', 'P25', 'P21', 'P22', 'P24', 'P23']"
49002921,Aiden,Saghun,aiden.saghun@mail.concordia.ca,"['ACCO400', 'ACCO310', 'ACCO330', 'ACCO240', 'ACCO340', 'ACCO465']","[['ACCO400', 'B+'], ['ACCO310', 'B'], ['ACCO330', 'A-'], ['ACCO240', 'B-'], ['ACCO340', 'B'], ['ACCO465', 'B+']]","['P73', 'P74', 'P72', 'P71', 'P75', 'P33', 'P32', 'P35', 'P31', 'P34', 'P45', 'P41', 'P44', 'P43', 'P42', 'P25', 'P21', 'P22', 'P24', 'P23', 'P55', 'P52', 'P53', 'P54', 'P51', 'P92', 'P93', 'P95', 'P94', 'P91']"
40866852,James-Paul,Jostelle,james-paul.jostelle@mail.concordia.ca,"['ACCO350', 'ACCO240', 'ACCO465', 'ACCO330', 'ACCO400', 'ACCO440', 'ACCO230']","[['ACCO350', 'B+'], ['ACCO240', 'B+'], ['ACCO465', 'A-'], ['ACCO330', 'A'], ['ACCO400', 'B-'], ['ACCO440', 'B-'], ['ACCO230', 'B-']]","['P65', 'P61', 'P64', 'P62', 'P63', 'P25', 'P21', 'P22', 'P24', 'P23', 'P92', 'P93', 'P95', 'P94', 'P91', 'P45', 'P41', 'P44', 'P43', 'P42', 'P73', 'P74', 'P72', 'P71', 'P75', 'P81', 'P83', 'P82', 'P84', 'P85', 'P12', 'P13', 'P14', 'P15', 'P11']"
47145360,Darrius,Shazil,darrius.shazil@mail.concordia.ca,"['ACCO220', 'ACCO230', 'ACCO400', 'ACCO330', 'ACCO350', 'ACCO340', 'ACCO465', 'ACCO440']","[['ACCO220', 'A-'], ['ACCO230', 'B'], ['ACCO400', 'B+'], ['ACCO330', 'A-'], ['ACCO350', 'B-'], ['ACCO340', 'B+'], ['ACCO465', 'B-'], ['ACCO440', 'B-']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P12', 'P13', 'P14', 'P15', 'P11', 'P73', 'P74', 'P72', 'P71', 'P75', 'P45', 'P41', 'P44', 'P43', 'P42', 'P65', 'P61', 'P64', 'P62', 'P63', 'P55', 'P52', 'P53', 'P54', 'P51', 'P92', 'P93', 'P95', 'P94', 'P91', 'P81', 'P83', 'P82', 'P84', 'P85']"
40218709,Jerome,Vladislav,jerome.vladislav@mail.concordia.ca,"['ACCO220', 'ACCO240', 'ACCO340']","[['ACCO220', 'A-'], ['ACCO240', 'A-'], ['ACCO340', 'B']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P25', 'P21', 'P22', 'P24', 'P23', 'P55', 'P52', 'P53', 'P54', 'P51']"
41912102,Jai-Rajaram,Montgomery,jai-rajaram.montgomery@mail.concordia.ca,"['ACCO400', 'ACCO340', 'ACCO230', 'ACCO240', 'ACCO465', 'ACCO330', 'ACCO440']","[['ACCO400', 'B+'], ['ACCO340', 'A-'], ['ACCO230', 'B+'], ['ACCO240', 'B'], ['ACCO465', 'A'], ['ACCO330', 'B-'], ['ACCO440', 'B']]","['P73', 'P74', 'P72', 'P71', 'P75', 'P55', 'P52', 'P53', 'P54', 'P51', 'P12', 'P13', 'P14', 'P15', 'P11', 'P25', 'P21', 'P22', 'P24', 'P23', 'P92', 'P93', 'P95', 'P94', 'P91', 'P45', 'P41', 'P44', 'P43', 'P42', 'P81', 'P83', 'P82', 'P84', 'P85']"
49346953,Dakota,Maddox,dakota.maddox@mail.concordia.ca,['ACCO350'],"[['ACCO350', 'B+']]","['P65', 'P61', 'P64', 'P62', 'P63']"
41066583,Deon,Rio,deon.rio@mail.concordia.ca,['ACCO220'],"[['ACCO220', 'B-']]","['P04', 'P03', 'P05', 'P01', 'P02']"
47397055,Cormak,Kristoffer,cormak.kristoffer@mail.concordia.ca,"['ACCO350', 'ACCO400', 'ACCO230', 'ACCO220', 'ACCO340', 'ACCO465', 'ACCO440', 'ACCO240']","[['ACCO350', 'A'], ['ACCO400', 'B-'], ['ACCO230', 'A-'], ['ACCO220', 'A-'], ['ACCO340', 'A'], ['ACCO465', 'B-'], ['ACCO440', 'A-'], ['ACCO240', 'B']]","['P65', 'P61', 'P64', 'P62', 'P63', 'P73', 'P74', 'P72', 'P71', 'P75', 'P12', 'P13', 'P14', 'P15', 'P11', 'P04', 'P03', 'P05', 'P01', 'P02', 'P55', 'P52', 'P53', 'P54', 'P51', 'P92', 'P93', 'P95', 'P94', 'P91', 'P81', 'P83', 'P82', 'P84', 'P85', 'P25', 'P21', 'P22', 'P24', 'P23']"
44156719,Arsalan,Kayleb,arsalan.kayleb@mail.concordia.ca,"['ACCO310', 'ACCO230']","[['ACCO310', 'B'], ['ACCO230', 'A-']]","['P33', 'P32', 'P35', 'P31', 'P34', 'P12', 'P13', 'P14', 'P15', 'P11']"
49415584,Jazeb,Lawlyn,jazeb.lawlyn@mail.concordia.ca,['ACCO230'],"[['ACCO230', 'B']]","['P12', 'P13', 'P14', 'P15', 'P11']"
41448657,Ayden,Kaydyne,ayden.kaydyne@mail.concordia.ca,['ACCO400'],"[['ACCO400', 'B-']]","['P73', 'P74', 'P72', 'P71', 'P75']"
48601552,Alexei,Salter,alexei.salter@mail.concordia.ca,"['ACCO465', 'ACCO230', 'ACCO440', 'ACCO330', 'ACCO220']","[['ACCO465', 'A'], ['ACCO230', 'B-'], ['ACCO440', 'B-'], ['ACCO330', 'B'], ['ACCO220', 'A']]","['P92', 'P93', 'P95', 'P94', 'P91', 'P12', 'P13', 'P14', 'P15', 'P11', 'P81', 'P83', 'P82', 'P84', 'P85', 'P45', 'P41', 'P44', 'P43', 'P42', 'P04', 'P03', 'P05', 'P01', 'P02']"
40596958,Ayub,Kiya,ayub.kiya@mail.concordia.ca,"['ACCO330', 'ACCO240', 'ACCO340', 'ACCO400', 'ACCO440']","[['ACCO330', 'B+'], ['ACCO240', 'B'], ['ACCO340', 'B+'], ['ACCO400', 'A'], ['ACCO440', 'B']]","['P45', 'P41', 'P44', 'P43', 'P42', 'P25', 'P21', 'P22', 'P24', 'P23', 'P55', 'P52', 'P53', 'P54', 'P51', 'P73', 'P74', 'P72', 'P71', 'P75', 'P81', 'P83', 'P82', 'P84', 'P85']"
47188974,Guillaume,Olaf,guillaume.olaf@mail.concordia.ca,"['ACCO340', 'ACCO240', 'ACCO400', 'ACCO465', 'ACCO230', 'ACCO350', 'ACCO440']","[['ACCO340', 'B'], ['ACCO240', 'B-'], ['ACCO400', 'B-'], ['ACCO465', 'A'], ['ACCO230', 'A'], ['ACCO350', 'B'], ['ACCO440', 'A']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P25', 'P21', 'P22', 'P24', 'P23', 'P73', 'P74', 'P72', 'P71', 'P75', 'P92', 'P93', 'P95', 'P94', 'P91', 'P12', 'P13', 'P14', 'P15', 'P11', 'P65', 'P61', 'P64', 'P62', 'P63', 'P81', 'P83', 'P82', 'P84', 'P85']"
45743651,Evan,Lorenzo,evan.lorenzo@mail.concordia.ca,"['ACCO350', 'ACCO330', 'ACCO230', 'ACCO220', 'ACCO400', 'ACCO310', 'ACCO340', 'ACCO240', 'ACCO465']","[['ACCO350', 'A'], ['ACCO330', 'A'], ['ACCO230', 'B-'], ['ACCO220', 'B'], ['ACCO400', 'B-'], ['ACCO310', 'B'], ['ACCO340', 'B+'], ['ACCO240', 'A'], ['ACCO465', 'A-']]","['P65', 'P61', 'P64', 'P62', 'P63', 'P45', 'P41', 'P44', 'P43', 'P42', 'P12', 'P13', 'P14', 'P15', 'P11', 'P04', 'P03', 'P05', 'P01', 'P02', 'P73', 'P74', 'P72', 'P71', 'P75', 'P33', 'P32', 'P35', 'P31', 'P34', 'P55', 'P52', 'P53', 'P54', 'P51', 'P25', 'P21', 'P22', 'P24', 'P23', 'P92', 'P93', 'P95', 'P94', 'P91']"
45942797,Alber,Sudais,alber.sudais@mail.concordia.ca,"['ACCO310', 'ACCO230', 'ACCO440', 'ACCO340', 'ACCO220', 'ACCO350']","[['ACCO310', 'B'], ['ACCO230', 'A-'], ['ACCO440', 'A-'], ['ACCO340', 'B-'], ['ACCO220', 'A-'], ['ACCO350', 'A-']]","['P33', 'P32', 'P35', 'P31', 'P34', 'P12', 'P13', 'P14', 'P15', 'P11', 'P81', 'P83', 'P82', 'P84', 'P85', 'P55', 'P52', 'P53', 'P54', 'P51', 'P04', 'P03', 'P05', 'P01', 'P02', 'P65', 'P61', 'P64', 'P62', 'P63']"
45964700,Dareh,Rheyden,dareh.rheyden@mail.concordia.ca,"['ACCO240', 'ACCO220', 'ACCO330', 'ACCO400', 'ACCO340', 'ACCO310', 'ACCO230', 'ACCO350', 'ACCO465']","[['ACCO240', 'B+'], ['ACCO220', 'B+'], ['ACCO330', 'A'], ['ACCO400', 'A'], ['ACCO340', 'B+'], ['ACCO310', 'A-'], ['ACCO230', 'B+'], ['ACCO350', 'B-'], ['ACCO465', 'B']]","['P25', 'P21', 'P22', 'P24', 'P23', 'P04', 'P03', 'P05', 'P01', 'P02', 'P45', 'P41', 'P44', 'P43', 'P42', 'P73', 'P74', 'P72', 'P71', 'P75', 'P55', 'P52', 'P53', 'P54', 'P51', 'P33', 'P32', 'P35', 'P31', 'P34', 'P12', 'P13', 'P14', 'P15', 'P11', 'P65', 'P61', 'P64', 'P62', 'P63', 'P92', 'P93', 'P95', 'P94', 'P91']"
47948874,Ishwar,Sean-James,ishwar.sean-james@mail.concordia.ca,"['ACCO330', 'ACCO465', 'ACCO350', 'ACCO340', 'ACCO230']","[['ACCO330', 'B-'], ['ACCO465', 'B-'], ['ACCO350', 'B+'], ['ACCO340', 'A-'], ['ACCO230', 'B-']]","['P45', 'P41', 'P44', 'P43', 'P42', 'P92', 'P93', 'P95', 'P94', 'P91', 'P65', 'P61', 'P64', 'P62', 'P63', 'P55', 'P52', 'P53', 'P54', 'P51', 'P12', 'P13', 'P14', 'P15', 'P11']"
43894016,Brajan,Kieron,brajan.kieron@mail.concordia.ca,"['ACCO230', 'ACCO310']","[['ACCO230', 'A'], ['ACCO310', 'B-']]","['P12', 'P13', 'P14', 'P15', 'P11', 'P33', 'P32', 'P35', 'P31', 'P34']"
45230048,Graeme,Porter,graeme.porter@mail.concordia.ca,"['ACCO400', 'ACCO350', 'ACCO330', 'ACCO440', 'ACCO465']","[['ACCO400', 'A'], ['ACCO350', 'A-'], ['ACCO330', 'A'], ['ACCO440', 'B+'], ['ACCO465', 'A-']]","['P73', 'P74', 'P72', 'P71', 'P75', 'P65', 'P61', 'P64', 'P62', 'P63', 'P45', 'P41', 'P44', 'P43', 'P42', 'P81', 'P83', 'P82', 'P84', 'P85', 'P92', 'P93', 'P95', 'P94', 'P91']"
47755842,Daithi,Muhsin,daithi.muhsin@mail.concordia.ca,"['ACCO310', 'ACCO440', 'ACCO240', 'ACCO400', 'ACCO340']","[['ACCO310', 'B-'], ['ACCO440', 'B+'], ['ACCO240', 'A-'], ['ACCO400', 'A-'], ['ACCO340', 'B']]","['P33', 'P32', 'P35', 'P31', 'P34', 'P81', 'P83', 'P82', 'P84', 'P85', 'P25', 'P21', 'P22', 'P24', 'P23', 'P73', 'P74', 'P72', 'P71', 'P75', 'P55', 'P52', 'P53', 'P54', 'P51']"
44488915,Cambell,Pierce,cambell.pierce@mail.concordia.ca,"['ACCO465', 'ACCO230']","[['ACCO465', 'B'], ['ACCO230', 'A-']]","['P92', 'P93', 'P95', 'P94', 'P91', 'P12', 'P13', 'P14', 'P15', 'P11']"
40209439,Eric,Ren,eric.ren@mail.concordia.ca,"['ACCO310', 'ACCO340', 'ACCO220']","[['ACCO310', 'A-'], ['ACCO340', 'A-'], ['ACCO220', 'B+']]","['P33', 'P32', 'P35', 'P31', 'P34', 'P55', 'P52', 'P53', 'P54', 'P51', 'P04', 'P03', 'P05', 'P01', 'P02']"
43328962,Ceiran,Titi,ceiran.titi@mail.concordia.ca,"['ACCO440', 'ACCO230', 'ACCO340', 'ACCO310']","[['ACCO440', 'B-'], ['ACCO230', 'B'], ['ACCO340', 'B+'], ['ACCO310', 'B-']]","['P81', 'P83', 'P82', 'P84', 'P85', 'P12', 'P13', 'P14', 'P15', 'P11', 'P55', 'P52', 'P53', 'P54', 'P51', 'P33', 'P32', 'P35', 'P31', 'P34']"
45555528,Finnean,Meftah,finnean.meftah@mail.concordia.ca,"['ACCO220', 'ACCO340', 'ACCO310', 'ACCO400', 'ACCO350', 'ACCO240', 'ACCO465', 'ACCO440']","[['ACCO220', 'A'], ['ACCO340', 'A'], ['ACCO310', 'A'], ['ACCO400', 'B-'], ['ACCO350', 'A-'], ['ACCO240', 'A'], ['ACCO465', 'B+'], ['ACCO440', 'B-']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P55', 'P52', 'P53', 'P54', 'P51', 'P33', 'P32', 'P35', 'P31', 'P34', 'P73', 'P74', 'P72', 'P71', 'P75', 'P65', 'P61', 'P64', 'P62', 'P63', 'P25', 'P21', 'P22', 'P24', 'P23', 'P92', 'P93', 'P95', 'P94', 'P91', 'P81', 'P83', 'P82', 'P84', 'P85']"
45834337,Aeron,Nico,aeron.nico@mail.concordia.ca,['ACCO330'],"[['ACCO330', 'A']]","['P45', 'P41', 'P44', 'P43', 'P42']"
41635068,Jagat,Rafael,jagat.rafael@mail.concordia.ca,['ACCO230'],"[['ACCO230', 'A-']]","['P12', 'P13', 'P14', 'P15', 'P11']"
45283903,Flint,Mickey,flint.mickey@mail.concordia.ca,"['ACCO220', 'ACCO440', 'ACCO400', 'ACCO465']","[['ACCO220', 'A'], ['ACCO440', 'B+'], ['ACCO400', 'B+'], ['ACCO465', 'A-']]","['P04', 'P03', 'P05', 'P01', 'P02', 'P81', 'P83', 'P82', 'P84', 'P85', 'P73', 'P74', 'P72', 'P71', 'P75', 'P92', 'P93', 'P95', 'P94', 'P91']"
48849910,Dafydd,Sheafan,dafydd.sheafan@mail.concordia.ca,"['ACCO340', 'ACCO400', 'ACCO465', 'ACCO240']","[['ACCO340', 'B-'], ['ACCO400', 'A'], ['ACCO465', 'B-'], ['ACCO240', 'A']]","['P55', 'P52', 'P53', 'P54', 'P51', 'P73', 'P74', 'P72', 'P71', 'P75', 'P92', 'P93', 'P95', 'P94', 'P91', 'P25', 'P21', 'P22', 'P24', 'P23']"
